Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoFK,ShoPK,PKatt,PasTotAtt,PasTotCmp%,PasShoAtt,PasShoCmp%,PasMedAtt,PasMedCmp%,PasLonAtt,PasLonCmp%,Assists,PPA,CrsPA,PasProg,PasAtt,PasCrs,TI,CK,PasCmp,SCA,GCA,Tkl,TklWon,TklDri%,TklDriPast,BlkSh,Int,Clr,Touches,ToAtt,ToSuc,ToSuc%,ToTkl,Carries,CarProg,Car3rd,Rec,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,Recov,AerWon,AerLost,AerWon%
Sofiane Boufal,MAR,FWMF,Angers,Ligue 1,29,1993,13,834,4,2.26,0.97,42.9,0.1,0.43,0.22,0.22,52.4,76,25.7,84.9,17.3,77,5.38,50,0.32,1.08,0.11,6.02,52.4,3.98,1.08,1.72,39.8,5.59,0.65,1.51,0.97,25,0.97,0,0.54,0.11,66,8.28,3.76,45.5,3.98,53.4,5.05,3.44,52.5,0.32,0.11,2.15,2.15,0.22,3.98,0.97,0.11,0,3.87,0.11,0.97,10
Wassim Boullif,ESP,DFMF,Espanyol,La Liga,18,2005,4,74,0,0,0,0,0,0,0,0,6.25,80,2.5,100,0,0,3.75,66.7,0,0,0,0,6.25,0,0,0,5,0,0,2.5,1.25,100,0,2.5,0,3.75,18.8,0,0,0,0,2.5,0,0,3.75,0,0,1.25,0,0,0,1.25,0,0,2.5,0,2.5,0
Yassine Bounou,MAR,GK,Sevilla,La Liga,31,1991,19,1665,0,0,0,0,0,0,0,0,38,75,5.78,100,14.3,97,17.8,49.5,0,0,0,0.05,38,0,0,0,28.5,0.11,0,0.05,0.05,25,0.16,0,0.05,0.43,40.4,0,0,0,0,24,0,0,21.9,0.11,0,0,0.05,0,0,0.05,0,0,1.35,0.16,0.05,75
Ismaelben Boura,FRA,DFFW,Lens,Ligue 1,22,2000,9,93,0,2,1,50,0,0,0,0,64,73.4,34,79.4,21,85.7,5,20,0,2,0,6,64,7,6,0,47,2,0,6,4,83.3,1,1,2,3,88,6,4,66.7,2,58,6,4,50,0,0,0,3,0,7,4,0,0,9,1,2,33.3
Mehdi Bourabia,MAR,MF,Spezia,Serie A,31,1991,22,1666,0,0.76,0.11,14.3,0,0.05,0,0,44.1,76.2,20,83,16.4,82.8,5.03,49.5,0.11,1.14,0.38,4,44.1,2.05,0.22,1.03,33.6,2.54,0.32,1.78,0.76,60.7,0.59,0.59,1.24,1.73,56.1,2.16,0.86,40,1.08,26.6,1.19,1.03,30.5,0.16,0,1.35,0.81,0.05,2.05,0.76,0,0,7.68,0.59,0.76,44
Benjamin Bourigeaud,FRA,MFFW,Rennes,Ligue 1,29,1994,21,1699,3,1.69,0.37,21.9,0.06,0.21,0.05,0.05,58.9,73.6,21.7,82.4,24.3,77.6,10.1,52.9,0.26,3.49,0.69,8.15,58.9,7.14,1.27,3.7,43.3,5.24,0.58,0.9,0.74,36.7,1.01,0,0.85,0.85,67.4,1.16,0.42,36.4,0.63,50.9,1.27,2.43,47.9,0.21,0.05,0.95,0.53,0.11,7.14,0.74,0,0,5.24,0.21,1.06,16.7
Edoardo Bove,ITA,MF,Roma,Serie A,20,2002,10,179,0,2.5,0.5,20,0,0,0,0,29,79.3,17.5,82.9,8.5,82.4,1.5,66.7,0,0.5,0,2,29,0.5,0,1,23,1.5,0,4,2,55.6,2,0.5,0.5,2,47,1,0,0,0.5,24.5,0.5,1,26,1,0,2.5,1.5,0,0.5,2,0,0,9,0.5,1.5,25
Jarrod Bowen,ENG,FWMF,West Ham,Premier League,26,1996,22,1970,4,2.01,0.46,22.7,0.07,0.05,0.05,0.09,25.1,64.5,10.8,81.8,6.71,75.5,4.61,36.6,0.05,0.78,0.32,2.1,25.1,4.34,0.14,2.37,16.2,2.97,0.32,1.28,0.46,36.7,0.87,0.23,0.78,0.59,36.8,2.51,0.55,21.8,1.37,20.6,2.47,1.23,22.7,0.05,0,0.64,1.87,0.32,4.34,0.46,0.14,0,3.97,0.78,1.92,28.8
Lucas Boye,ARG,FW,Elche,La Liga,26,1996,18,1217,1,2,0.59,29.6,0.04,0.07,0,0.07,23.5,78.2,12.2,86.7,5.7,81.8,1.56,81,0.15,1.04,0.3,2.3,23.5,0.59,0,0,18.4,2.37,0.37,1.41,0.67,62.5,0.44,0.3,0.59,1.7,41.6,3.7,2,54,1.63,26.4,2.3,1.26,30,0.22,0.07,2.3,1.93,0.59,0.59,0.67,0,0,3.56,1.19,2,37.2
Jayden Braaf,NED,MF,Hellas Verona,Serie A,20,2002,1,72,0,1.25,0,0,0,0,0,0,15,75,10,100,2.5,50,0,0,0,0,0,1.25,15,0,0,0,11.3,0,0,2.5,1.25,0,0,0,2.5,0,35,5,1.25,25,3.75,18.8,1.25,0,18.8,0,0,2.5,0,1.25,0,1.25,0,0,6.25,0,2.5,0
Domagoj Bradaric,CRO,DF,Salernitana,Serie A,23,1999,16,995,0,0.36,0,0,0,0.09,0,0,44.7,75,19.8,86.4,16.7,80.5,5.77,37.5,0.09,0.9,0.54,1.89,44.7,3.42,7.48,0.27,33.5,1.8,0.09,0.9,0.63,57.1,0.27,0.18,0.54,1.62,53.2,2.43,0.54,22.2,1.53,27.8,2.52,1.98,30.4,0.36,0,0.99,0.72,0.18,3.42,0.63,0,0,5.14,0.36,0.81,30.8
Bilal Brahimi,ALG,FWMF,Nice,Ligue 1,22,2000,15,446,3,1.8,0.8,44.4,0.33,0,0,0,40.2,74.1,19.8,86.9,10.8,75.9,3.6,38.9,0.4,1.4,0.8,1.6,40.2,5.6,1,0.8,29.8,3,0.4,0.6,0.2,0,0.6,0,0.6,0,52.2,3,0.6,20,2.2,41.6,5,3,42,0,0,0.4,0.6,0.8,5.6,0.2,0,0,3.4,0.2,0.4,33.3
Martin Braithwaite,DEN,FWMF,Espanyol,La Liga,31,1991,15,1187,5,2.12,1.06,50,0.18,0.08,0,0,16.5,64.2,9.32,74.8,3.71,59.2,1.14,60,0.08,0.45,0.08,1.89,16.5,0.91,0,0,10.6,1.67,0.3,0.61,0.08,57.1,0.23,0,0.23,0.45,26.1,2.12,0.61,28.6,1.06,15,0.98,0.91,19.2,0.15,0.08,0.76,1.59,0.53,0.91,0.08,0,0,2.05,1.67,2.35,41.5
Juan Brandariz,ESP,DF,Almer�a,La Liga,23,1999,11,716,1,0.25,0.13,50,0.5,0,0,0,47.3,84.7,17.6,94.3,22.9,92.3,5.25,38.1,0,0.25,0.13,1.88,47.3,0.25,1,0,40,0.38,0,1.5,0.88,50,0.38,0.5,1.13,3.75,57.1,0.25,0.25,100,0,30.5,0.75,0.13,36,0.13,0,0.38,0.13,0,0.25,0.88,0,0,5.13,0.63,0.38,62.5
Julian Brandt,GER,MFFW,Dortmund,Bundesliga,26,1996,20,1495,6,1.33,0.66,50,0.27,0.06,0,0,51.4,75.5,25.4,87.7,13.1,74.8,7.35,52.5,0.24,1.39,0.18,4.34,51.4,6.45,0.48,4.4,38.9,5,0.6,1.08,0.72,38.9,0.66,0,0.6,0.12,61.4,2.95,1.51,51,1.33,36.5,2.29,1.45,44.2,0.06,0,0.3,0.66,0.3,6.45,0.72,0,0,5.3,0.42,1.02,29.2
Darko Brasanac,SRB,MF,Osasuna,La Liga,31,1992,18,746,1,0.72,0.36,50,0.17,0,0,0,33.4,81.2,15.5,90.7,12.8,83,1.69,64.3,0.12,0.48,0.12,3.73,33.4,0.36,0.24,0,27.1,1.57,0.12,2.17,1.45,36.4,0.84,0.24,1.08,0.6,42.9,0.96,0.48,50,0.24,22.4,1.57,1.2,26.6,0.48,0,1.33,1.33,0.24,0.36,1.45,0,0,3.98,1.33,1.33,50
Lilian Brassier,FRA,DF,Brest,Ligue 1,23,1999,20,1653,0,0.38,0.05,14.3,0,0,0,0,48.8,75.5,16.1,87.8,20.4,83.2,10.5,50,0,0.65,0.38,3.97,48.8,1.63,5.11,0,36.8,0.98,0.05,1.25,0.71,58.8,0.38,0.49,2.01,3.64,59.2,1.3,0.49,37.5,0.65,38.8,0.98,0.87,34,0.16,0,0.87,0.54,0,1.63,0.71,0,0,5.49,1.09,0.82,57.1
Claudio Bravo,CHI,GK,Betis,La Liga,39,1983,3,270,0,0,0,0,0,0,0,0,33,55.6,4.67,100,6,94.4,21.7,35.4,0,0,0,0.33,33,0,0,0,18.3,0.33,0,0,0,0,0,0,0.33,0,34.7,0,0,0,0,15.3,0,0,12,0.33,0,0,0,0,0,0,0,0,1,0,0,0
Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,27,1995,1,90,0,0,0,0,0,0,0,0,41,90.2,8,100,20,100,13,69.2,0,0,0,0,41,0,0,0,37,0,0,0,0,0,0,0,0,0,44,0,0,0,0,27,0,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0
James Bree,ENG,DF,Southampton,Premier League,25,1997,2,169,0,0,0,0,0,0,0,0,48.4,71.7,28.4,79.6,12.1,69.6,3.68,57.1,0,2.11,1.58,0.53,48.4,4.21,8.95,0,34.7,2.63,0,1.05,0,100,0,0.53,2.11,1.05,56.3,1.05,0.53,50,0.53,25.3,0.53,1.05,27.4,0,0,0,0,0,4.21,0,0,0,2.63,3.68,2.11,63.6
Josip Brekalo,CRO,FW,Fiorentina,Serie A,24,1998,1,19,0,5,0,0,0,0,0,0,95,73.7,40,75,50,80,0,0,0,10,5,15,95,10,0,0,70,15,0,0,0,0,5,0,0,0,115,5,0,0,0,70,5,5,75,0,0,0,5,0,10,0,0,0,20,0,5,0
Josip Brekalo,CRO,MFFW,Wolfsburg,Bundesliga,24,1998,6,271,0,0.67,0.33,50,0,0,0,0,49.3,69.6,21.7,87.7,13.7,75.6,6.67,55,0.33,1.33,0,4.33,49.3,4.33,1.67,1.33,34.3,2.33,0.33,0.67,0.33,0,1.33,0,0.67,0.67,56,2.67,1.67,62.5,0.67,35.3,3,2.33,44.7,0,0,0.67,1,0.33,4.33,0.33,0,0,4.67,0,0.67,0
Gleison Bremer,BRA,DF,Juventus,Serie A,25,1997,18,1574,1,0.97,0.11,11.8,0.06,0,0,0,57.9,89.5,18.3,94.4,30.2,93.2,8.46,70.3,0,0.06,0,1.2,57.9,0,0.11,0,51.8,0.86,0,0.97,0.69,76.9,0.17,1.09,1.6,4.23,69.8,0.29,0.06,20,0.23,38.4,0.29,0.29,45.4,0.23,0,1.09,0.4,0.06,0,0.69,0,0.06,5.94,2.29,1.66,58
Armando Broja,ALB,FW,Chelsea,Premier League,21,2001,12,294,1,1.82,1.52,83.3,0.17,0,0,0,16.1,62.3,10,63.6,4.55,60,0.91,66.7,0,0.3,0,1.21,16.1,0,0,0,10,1.21,0.61,1.21,0.3,100,0,0.3,0.3,0.3,33.3,4.24,2.12,50,1.52,16.1,2.12,0.3,21.5,0,0,0.61,1.82,0.91,0,0.3,0.3,0,4.55,2.73,6.36,30
Dylan Bronn,TUN,DF,Salernitana,Serie A,27,1995,18,1248,0,0.5,0.07,14.3,0,0,0,0,54.2,84.6,20.6,91.6,24,91.3,7.48,58.7,0,0.29,0.07,4.1,54.2,0.36,1.22,0,45.9,0.86,0.14,1.8,0.86,60.9,0.65,1.15,1.29,3.02,64.7,0.5,0.22,42.9,0.22,35.5,0.65,0.43,40.9,0.07,0,1.37,0.43,0,0.36,0.86,0,0,5.76,1.8,1.29,58.1
John Brooks,USA,DF,Hoffenheim,Bundesliga,30,1993,3,270,0,0.33,0,0,0,0,0,0,66.3,81.4,20,93.3,35,86.7,9,51.9,0,0,0,4.67,66.3,0,0,0,54,0,0,1.67,1.33,80,0.33,0.33,2,5.33,77.7,0.67,0.33,50,0,44.7,0.33,0.33,45.7,0.67,0,2,1.33,0,0,1.33,0,0,5.33,4,1.33,75
Moritz Broschinski,GER,FW,Bochum,Bundesliga,22,2000,1,17,1,15,10,66.7,0.33,0,0,0,35,71.4,25,60,5,100,5,100,0,0,0,0,35,0,0,0,25,5,0,0,0,0,0,0,0,0,65,0,0,0,0,50,15,0,45,0,0,0,5,0,0,0,0,0,15,0,5,0
Marcelo Brozovic,CRO,MF,Inter,Serie A,30,1992,11,641,2,1.55,0.56,36.4,0.18,0,0,0,69.2,86.6,28.5,90.6,30.6,89.9,7.61,68.5,0,0.42,0,4.37,69.2,0.99,0,0.85,59.9,1.97,0.14,1.41,0.7,25,0.85,0.42,1.69,1.41,79.6,1.27,0.85,66.7,0.42,49.9,1.41,1.27,57,0.7,0,1.27,0.28,0,0.99,0.7,0,0,6.2,0.14,0.56,20
Cedric Brunner,SUI,DF,Schalke 04,Bundesliga,28,1994,17,1426,0,0.38,0,0,0,0,0,0,45.7,66.2,13.6,85.6,21.1,71,8.73,37.7,0,0.95,0.7,3.16,45.7,2.28,9.18,0,30.3,1.33,0.06,1.58,1.27,74.1,0.44,0.38,1.9,3.16,55.6,0.51,0.25,50,0,24.4,1.2,1.33,26.3,0.13,0,1.2,1.65,0,2.28,1.27,0,0,5.25,1.46,2.03,41.8
Lewis Brunt,ENG,DF,Leicester City,Premier League,22,2000,1,23,0,0,0,0,0,0,0,0,70,81,26.7,87.5,36.7,90.9,3.33,0,0,0,0,0,70,0,16.7,0,56.7,0,0,0,0,0,0,0,0,6.67,76.7,0,0,0,0,30,0,0,43.3,0,0,0,3.33,0,0,0,0,0,3.33,0,0,0
Jacob Bruun Larsen,DEN,FW,Hoffenheim,Bundesliga,24,1998,11,294,1,1.82,0.61,33.3,0.17,0,0,0,23.3,72.7,13.9,80.4,5.45,83.3,1.52,20,0,0.61,0,1.21,23.3,1.21,0,0,17,3.03,0,0.91,0.61,100,0,0,0.3,0,33.3,2.12,0.61,28.6,1.52,20.9,2.73,1.21,22.7,0,0,0.3,0.3,1.21,1.21,0.61,0,0,1.82,0.61,1.21,33.3
Andreas Bruus,DEN,DFFW,Troyes,Ligue 1,24,1999,16,1016,0,0.35,0.09,25,0,0.09,0,0,33.4,68.2,14.3,74.7,12,71.3,5.31,50,0.18,1.42,0.88,2.21,33.4,4.42,4.16,0.8,22.7,2.12,0.18,0.71,0.27,71.4,0.18,0.09,1.15,1.06,41.1,2.12,0.88,41.7,0.88,27.4,2.65,1.5,25,0.18,0,0.71,0.53,0.09,4.42,0.27,0,0,3.45,0.09,0.97,8.3
Bryan,ESP,MFFW,Tottenham,Premier League,22,2001,4,148,0,1.25,0.63,50,0,0,0,0,37.5,78.3,20,81.3,10,87.5,2.5,50,0.63,1.25,0,3.13,37.5,1.25,0.63,0,29.4,3.13,1.88,1.88,0.63,0,1.88,0,0.63,0.63,50,3.13,1.25,40,1.88,34.4,2.5,1.88,38.1,0.63,0,1.25,1.25,0.63,1.25,0.63,0,0,1.88,0,1.25,0
Bryan,ESP,DFMF,Sevilla,La Liga,22,2001,2,135,1,1.33,0.67,50,0.5,0,0,0,50,73.3,22.7,79.4,18.7,85.7,4,0,0,2.67,0,3.33,50,3.33,8,2.67,36.7,2,0,2,0.67,0,2,0,0,1.33,63.3,5.33,2.67,50,2.67,37.3,3.33,0.67,40,0.67,0,0.67,1.33,0,3.33,0.67,0,0,5.33,1.33,0.67,66.7
Joe Bryan,ENG,MFDF,Nice,Ligue 1,29,1993,5,166,0,0.56,0,0,0,0,0,0,55,78.8,31.7,87.7,16.1,86.2,3.33,33.3,0,1.67,0,4.44,55,1.67,8.33,0,43.3,0.56,0,2.78,2.22,100,0,0,0.56,0.56,63.3,0,0,0,0,43.3,1.11,3.33,38.3,1.11,0,1.67,1.67,0.56,1.67,2.22,0,0,8.89,0,2.78,0
Lee Buchanan,ENG,DFFW,Werder Bremen,Bundesliga,21,2001,13,269,1,1.33,0.33,25,0.25,0,0,0,47.3,68.3,15.7,83,19.3,69,11.7,48.6,0,1,0.33,4.33,47.3,4.33,6,0,32.3,1.33,0,2.33,2,71.4,0.67,0,2.33,3.33,64,1.67,0,0,1.33,33,1.33,0.67,36.3,0.33,0,1.33,1,0,4.33,2,0,0,5.67,1.67,1,62.5
Ante Budimir,CRO,FW,Osasuna,La Liga,31,1991,16,867,2,2.92,0.73,25,0.07,0,0,0,15.9,55.6,9.17,67,4.48,48.8,0.52,0,0,0.21,0,0.83,15.9,0.21,0,0,8.85,1.88,0.1,0.94,0.31,0,0.31,0,0.21,1.15,28.8,1.25,0.31,25,0.52,12.3,0.63,0.94,21.4,0.21,0,2.4,1.46,0.73,0.21,0.31,0.1,0,1.98,5.52,5.63,49.5
Emi Buendia,ARG,MFFW,Aston Villa,Premier League,26,1996,21,1220,3,2.21,0.44,20,0.1,0.07,0,0,42.2,78.4,20.2,84.4,13.9,79.4,4.12,78.6,0,1.62,0,6.1,42.2,1.18,0.37,0.37,33.1,3.38,0.37,2.57,0.96,34.4,1.54,0,0.74,0.66,54.5,1.99,0.74,37,0.96,33.4,2.13,1.69,38.8,0,0,1.62,1.54,0.07,1.18,0.96,0,0,5.74,1.03,1.91,35
Hugo Bueno,ESP,DF,Wolves,Premier League,20,2002,12,866,0,0.42,0.1,25,0,0,0,0,45.1,80.6,25.5,92.2,13.3,78.1,3.02,34.5,0.1,0.83,0.52,2.71,45.1,3.85,8.23,0.83,36.4,2.08,0.1,2.71,1.46,60.9,0.94,0.1,0.83,2.81,57.1,2.19,0.73,33.3,1.15,27.2,3.85,2.5,30.1,0.1,0,0.1,0.63,0,3.85,1.46,0,0,5.73,0.42,1.04,28.6
Santiago Bueno,URU,DF,Girona,La Liga,24,1998,20,1787,0,0.55,0.1,18.2,0,0,0,0,58.3,86.8,18.1,91.4,29.6,92.2,9.15,66.5,0.05,0.15,0.05,4.82,58.3,0.15,0.4,0,50.6,0.75,0.1,1.91,1.06,88.2,0.1,0.7,1.06,2.51,66,0.2,0.1,50,0,41.7,0.6,0.25,47,0.2,0.05,1.16,1.01,0.1,0.15,1.06,0.05,0,4.52,2.31,1.36,63
Adam Buksa,POL,FWMF,Lens,Ligue 1,26,1996,4,63,0,0,0,0,0,0,0,0,22.9,50,8.57,50,8.57,66.7,1.43,0,0,0,0,1.43,22.9,1.43,0,0,11.4,0,0,1.43,0,0,0,0,0,0,37.1,0,0,0,0,30,0,0,32.9,0,0,4.29,1.43,0,1.43,0,0,0,2.86,1.43,2.86,33.3
Marius Bulter,GER,FWMF,Schalke 04,Bundesliga,29,1993,20,1490,3,1.99,0.42,21.2,0.03,0,0.12,0.12,28.1,60.3,12.6,80.4,8.37,58.3,2.95,38.8,0,1.45,0.72,3.19,28.1,4.04,0.6,0,16.9,3.19,0.12,0.72,0.3,50,0.42,0,0.48,0.6,39.6,2.35,0.6,25.6,1.39,23,2.53,1.45,27.8,0.24,0,0.96,1.63,0.24,4.04,0.3,0,0,4.34,1.69,2.29,42.4
Cristian Buonaiuto,ITA,MFFW,Cremonese,Serie A,30,1992,16,524,0,4.14,1.21,29.2,0,0.86,0,0,46,62.9,19.1,79.3,15.7,65.9,7.76,24.4,0,1.72,0.34,3.79,46,7.24,1.72,4.48,29,5.86,0.17,2.24,1.03,60,0.69,0,1.55,0.52,63.3,4.66,2.07,44.4,2.24,35.2,2.76,2.76,38.6,0.17,0,1.55,1.72,0,7.24,1.03,0,0,7.41,0.52,2.07,20
Facundo Buonanotte,ARG,MFFW,Brighton,Premier League,18,2004,1,16,0,0,0,0,0,0,0,0,40,87.5,35,85.7,0,0,5,100,0,0,0,5,40,0,5,0,35,5,0,0,0,0,0,0,0,0,40,0,0,0,0,35,5,5,40,0,0,5,0,0,0,0,0,0,5,0,0,0
Alessandro Buongiorno,ITA,DF,Torino,Serie A,23,1999,18,1412,0,0.83,0,0,0,0,0,0,45.7,82.3,18.2,87.4,22.2,87.4,3.18,48,0,0.19,0.13,2.87,45.7,0.38,0.19,0,37.6,0.76,0.06,1.34,0.76,69.2,0.25,0.64,2.36,3.12,58.5,0.57,0.19,33.3,0.32,28.5,0.45,0.64,33,0.38,0,2.42,1.21,0,0.38,0.76,0,0,5.73,3.38,1.27,72.6
Delano Burgzorg,NED,FWMF,Mainz 05,Bundesliga,24,1998,10,211,0,1.74,0.87,50,0,0,0,0,18.3,73.8,11.7,81.5,2.17,100,0.87,50,0.43,0.43,0,1.3,18.3,0.43,0.43,0.43,13.5,1.74,0.87,1.3,1.3,66.7,0.43,0,0,0.43,33.9,5.22,2.17,41.7,3.04,23.5,0.43,0,26.5,0.87,0,1.74,1.3,1.3,0.43,1.3,0,0,1.74,0,4.78,0
Jonathan Burkardt,GER,MFFW,Mainz 05,Bundesliga,22,2000,11,533,1,3.39,1.02,30,0.05,0,0,0.17,18.5,65.1,7.8,80.4,5.42,71.9,2.37,57.1,0.34,1.53,0.34,2.37,18.5,1.86,0,0,12,3.39,0.51,0.51,0.17,33.3,0.34,0.17,0.17,0.17,30.5,3.39,1.86,55,1.36,21.7,1.53,1.19,23.6,0.34,0,1.02,1.86,0.51,1.86,0.17,0.34,0,2.2,1.36,2.54,34.8
Oliver Burke,SCO,FWMF,Werder Bremen,Bundesliga,25,1997,15,268,2,2.67,1.67,62.5,0.25,0,0,0,27,65.4,16.7,64,6,83.3,1.33,25,0,1,0,2.33,27,2,0.33,0,17.7,2.67,1,0.33,0,0,0,0,0,0,39.7,2,0.33,16.7,1.67,25.7,3.67,1,31,0,0,1,1.33,1,2,0,0.33,0,2.33,2,3.67,35.3
Dan Burn,ENG,DF,Newcastle Utd,Premier League,30,1992,22,1854,0,0.53,0.15,27.3,0,0,0,0,50.3,79.3,21.8,88,20.7,82.2,5.53,52.6,0,0.34,0.05,3.25,50.3,0.53,6.65,0,39.9,0.97,0.05,1.21,0.83,44.8,0.78,0.49,0.92,4.03,60.5,0.53,0.19,36.4,0.34,27.2,0.73,0.68,33.3,0.1,0,0.92,0.05,0.19,0.53,0.83,0,0.05,4.47,2.57,1.21,67.9
Maxime Busi,BEL,DF,Reims,Ligue 1,23,1999,9,614,0,0.44,0,0,0,0,0,0,46.2,71,21.5,80.1,15,72.5,7.35,56,0.15,1.18,0.59,3.24,46.2,2.06,9.56,0,32.8,1.62,0.15,2.35,1.76,62.5,0.88,0.29,0.88,2.06,56.5,2.79,0.59,21.1,1.62,33.8,2.21,2.21,29.1,0.44,0,1.32,0.44,0,2.06,1.76,0,0.15,6.91,1.03,1.32,43.8
Sergio Busquets,ESP,MF,Barcelona,La Liga,34,1988,18,1302,0,0.28,0.07,25,0,0,0,0,72.2,89.3,31.8,92.2,29.5,91.1,8.21,83.2,0.07,0.9,0.14,7.93,72.2,0.14,0.07,0,64.5,2.41,0.14,2.55,1.31,60.7,0.76,0.34,1.17,1.45,81.3,0.48,0.28,57.1,0.07,45,0.48,1.17,57.9,0.41,0.07,1.24,2,0,0.14,1.31,0,0,6.83,2.55,2.21,53.6
Aurelio Buta,POR,DF,Eint Frankfurt,Bundesliga,26,1997,4,228,2,0.8,0.8,100,1,0,0,0,48.4,73.6,20.8,86.5,18.8,74.5,4.4,54.5,0,1.2,0.4,2.4,48.4,2.4,9.2,0,35.6,0.8,0.4,2,1.2,80,0.4,0.4,1.2,1.2,58,1.6,0.4,25,0.4,28.8,3.2,2.8,31.2,0,0,1.6,0.8,0,2.4,1.2,0,0,5.6,0.8,2.4,25
Marcin Bulka,POL,GK,Nice,Ligue 1,23,1999,2,180,0,0,0,0,0,0,0,0,33.5,80.6,4.5,100,16.5,97,12.5,52,0,0,0,0,33.5,0,0,0,27,0,0,0,0,0,0.5,0,0.5,0,35,0,0,0,0,23,0,0,14.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0
Jamie Bynoe-Gittens,ENG,FWMF,Dortmund,Bundesliga,18,2004,9,285,3,4.38,2.5,57.1,0.21,0,0,0,26.9,79.1,17.2,83.6,5.94,89.5,1.56,20,0,0.94,0,1.88,26.9,0.94,0.94,0,21.3,3.75,1.88,1.56,0.94,33.3,0.63,0,0,0,44.7,7.19,0.63,8.7,5.31,32.8,3.75,1.56,36.6,0,0,1.25,3.13,0,0.94,0.94,0,0,2.5,0.94,1.56,37.5
Juan Cabal,COL,DF,Hellas Verona,Serie A,22,2001,3,57,0,0,0,0,0,0,0,0,45,66.7,20,83.3,15,77.8,8.33,20,0,1.67,1.67,5,45,3.33,3.33,0,30,5,0,1.67,1.67,100,0,0,1.67,1.67,58.3,1.67,0,0,0,28.3,0,1.67,26.7,1.67,0,1.67,3.33,0,3.33,1.67,0,0,15,0,6.67,0
Remy Cabella,FRA,MFFW,Lille,Ligue 1,32,1990,16,1197,4,1.58,1.05,66.7,0.19,0.3,0,0,65.5,80.9,33.4,89.2,21,81.4,5.71,52.6,0.45,2.71,0.45,8.95,65.5,5.04,0.75,2.86,53,6.84,0.6,2.56,1.65,58.3,0.75,0.15,0.6,0.38,77,2.11,0.75,35.7,0.9,59.4,4.51,3.16,56.2,0.15,0,0.9,1.28,0.08,5.04,1.65,0,0,5.86,0.15,0.83,15.4
Jimmy Cabot,FRA,DFMF,Lens,Ligue 1,28,1994,11,511,0,0.88,0.18,20,0,0,0,0,60.7,75.4,24,89.8,22.8,78.5,11.9,47.1,0.18,2.28,0.7,5.09,60.7,8.77,7.19,5.79,45.8,5.44,0.18,3.51,2.11,46.2,2.46,0,0.7,2.11,75.8,4.21,2.11,50,1.93,49.5,4.56,2.98,43.3,0.35,0,2.46,0,0.18,8.77,2.11,0,0,8.77,0.53,0.53,50
Leandro Cabrera,URU,DF,Espanyol,La Liga,31,1991,19,1647,0,0.77,0.16,21.4,0,0,0,0,44.6,71.6,11.2,82.4,20.4,83.1,11.6,47.2,0,0.49,0.11,2.95,44.6,0.33,1.26,0,32,1.04,0.05,1.09,0.55,73.3,0.22,0.98,1.48,4.15,54.6,0,0,0,0,25.7,0.49,0.22,29.6,0.16,0.05,0.98,0.49,0.05,0.33,0.55,0,0,4.86,2.51,1.53,62.2
Liberato Cacace,NZL,DF,Empoli,Serie A,22,2000,5,274,0,1.33,0,0,0,0,0,0,68,78.4,29.7,91,29.3,78.4,5.33,37.5,0,0,0,7,68,4.33,12.3,0,53.3,4.33,0.33,5.67,2.33,66.7,1,1,1,1.67,87,2.67,1.33,50,1.33,39.7,5.67,4.33,46.7,0,0,1.33,0.67,0,4.33,2.33,0,0.33,5,0.67,4.33,13.3
Anthony Caci,FRA,DF,Mainz 05,Bundesliga,25,1997,17,1059,1,0.51,0.17,33.3,0.17,0,0,0,52.8,73.7,14.7,81.6,22.6,80.1,13.3,59.9,0.08,0.93,0.51,3.98,52.8,2.37,3.81,0.85,38.9,2.46,0.25,2.71,1.44,82.4,0.25,0.34,2.8,2.29,63.6,0.68,0.25,37.5,0.34,33.2,0.68,0.25,33.5,0,0,0.59,0.34,0,2.37,1.44,0,0,7.29,0.93,1.95,32.4
Cafu,POR,MF,Nott'ham Forest,Premier League,29,1993,1,7,0,0,0,0,0,0,0,0,20,100,0,0,20,100,0,0,0,0,0,10,20,0,0,0,20,0,0,0,0,0,0,0,0,10,30,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0
Moises Caicedo,ECU,MF,Brighton,Premier League,21,2001,20,1729,1,0.73,0.26,35.7,0.07,0,0,0,61.4,88.2,31.1,91.5,21.9,90.3,4.95,84.2,0.05,1.3,0.21,6.46,61.4,0.47,0.16,0,54.1,2.24,0.16,2.97,1.46,69.7,0.52,0.1,1.61,0.99,71.2,0.99,0.42,42.1,0.57,41.9,0.83,0.83,51.8,0.31,0,2.03,1.3,0,0.47,1.46,0,0,6.67,1.2,0.68,63.9
